"","KID","PPE","year"
"1113",1787035,NA,1997
"1114",1794032,NA,1997
"1115",1795033,3600,1997
"1116",1798039,NA,1997
"1117",1798040,NA,1997
"1118",1798041,NA,1997
"1119",1799038,13,1997
"1120",1799039,NA,1997
"1121",1802033,NA,1997
"1122",1803030,NA,1997
"1123",1803031,NA,1997
"1124",1805033,NA,1997
"1125",1805034,3200,1997
"1126",1805175,NA,1997
"1127",1807035,NA,1997
"1128",1807037,NA,1997
"1129",1810043,NA,1997
"1130",1813032,NA,1997
"1131",1822034,NA,1997
"1132",1823033,NA,1997
"1133",1823034,58,1997
"1134",1824176,NA,1997
"1135",1830033,NA,1997
"1136",1830034,5000,1997
"1137",1837034,4065,1997
"1138",1837035,NA,1997
"1139",1839034,NA,1997
"1140",1839035,NA,1997
"1141",1839036,2500,1997
"1142",1839038,NA,1997
"1143",1841035,NA,1997
"1144",1841036,NA,1997
"1145",1841037,NA,1997
"1146",1841039,NA,1997
"1147",1845030,84,1997
"1148",1845031,84,1997
"1149",1850033,NA,1997
"1150",1850034,NA,1997
"1151",1852032,NA,1997
"1152",1859031,NA,1997
"1153",1859033,9859,1997
"1154",1862032,NA,1997
"1155",1862033,NA,1997
"1156",1862173,NA,1997
"1157",1866032,3512,1997
"1158",1866033,NA,1997
"1159",1866034,NA,1997
"1160",1867033,NA,1997
"1161",1867034,NA,1997
"1162",1877176,NA,1997
"1163",1878033,NA,1997
"1164",1878034,NA,1997
"1165",1879032,NA,1997
"1166",1879033,NA,1997
"1167",1887037,NA,1997
"1168",1893034,3000,1997
"1169",1893035,3000,1997
"1170",1893036,NA,1997
"1171",1893037,NA,1997
"1172",1893038,NA,1997
"1173",1897030,2000,1997
"1174",1898030,NA,1997
"1175",1901031,NA,1997
"1176",1901172,NA,1997
"1177",1905031,NA,1997
"1178",1905032,4000,1997
"1179",1905033,NA,1997
"1180",1906031,NA,1997
"1181",1908032,NA,1997
"1182",1908033,NA,1997
"1183",1909030,NA,1997
"1184",1909031,NA,1997
"1185",1911033,NA,1997
"1186",1911034,NA,1997
"1187",1911035,NA,1997
"1188",1914032,NA,1997
"1189",1914033,NA,1997
"1190",1915030,NA,1997
"1191",1915031,NA,1997
"1192",1915032,NA,1997
"1193",1917030,NA,1997
"1194",1917031,NA,1997
"1195",1917032,1000,1997
"1196",1917033,NA,1997
"1197",1917034,NA,1997
"1198",1918033,NA,1997
"1199",1919037,NA,1997
"1200",1919038,NA,1997
"1201",1919040,NA,1997
"1202",1919041,NA,1997
"1203",1919043,NA,1997
"1204",1919044,NA,1997
"1205",1919045,NA,1997
"1206",1919046,NA,1997
"1207",1920032,NA,1997
"1208",1920033,NA,1997
"1209",1925031,NA,1997
"1210",1926031,NA,1997
"1211",1926032,NA,1997
"1212",1926033,NA,1997
"1213",1928030,NA,1997
"1214",1930034,NA,1997
"1215",1930035,NA,1997
"1216",1932035,NA,1997
"1217",1935172,NA,1997
"1218",1935173,NA,1997
"1219",1945032,NA,1997
"1220",1947030,NA,1997
"1221",1947031,NA,1997
"1222",1947032,NA,1997
"1223",1954030,11,1997
"1224",1954031,NA,1997
"1225",1954033,NA,1997
"1226",1954171,NA,1997
"1227",1955030,NA,1997
"1228",1956030,NA,1997
"1229",1959031,NA,1997
"1230",1959032,3690,1997
"1231",1960032,NA,1997
"1232",1960178,NA,1997
"1233",1960179,NA,1997
"1234",1962030,95,1997
"1235",1962031,NA,1997
"1236",1965031,NA,1997
"1237",1969032,NA,1997
"1238",1969033,NA,1997
"1239",1970032,NA,1997
"1240",1971033,6670,1997
"1241",1975032,NA,1997
"1242",1975033,NA,1997
"1243",1978031,NA,1997
"1244",1985030,NA,1997
"1245",1994177,6000,1997
"1246",1994178,NA,1997
"1247",2004035,NA,1997
"1248",2004036,NA,1997
"1249",2006177,NA,1997
"1250",2006178,NA,1997
"1251",2011033,4400,1997
"1252",2011034,4400,1997
"1253",2011035,NA,1997
"1254",2012032,NA,1997
"1255",2012033,NA,1997
"1256",2012034,NA,1997
"1257",2013174,3400,1997
"1258",2016031,NA,1997
"1259",2016032,NA,1997
"1260",2016033,NA,1997
"1261",2017032,NA,1997
"1262",2019031,NA,1997
"1263",2019032,NA,1997
"1264",2022030,NA,1997
"1265",2022031,NA,1997
"1266",2028032,NA,1997
"1267",2030037,NA,1997
"1268",2030038,3800,1997
"1269",2030039,NA,1997
"1270",2030040,NA,1997
"1271",2030041,NA,1997
"1272",2032035,3418,1997
"1273",2032037,1800,1997
"1274",2032040,NA,1997
"1275",2032041,NA,1997
"1276",2033030,NA,1997
"1277",2034031,NA,1997
"1278",2034033,NA,1997
"1279",2034034,NA,1997
"1280",2047030,NA,1997
"1281",2047031,NA,1997
"1282",2050031,NA,1997
"1283",2050032,NA,1997
"1284",2051034,NA,1997
"1285",2051035,NA,1997
"1286",2053031,4270,1997
"1287",2053032,4200,1997
"1288",2053033,4200,1997
"1289",2054030,NA,1997
"1290",2054031,NA,1997
"1291",2055030,NA,1997
"1292",2055031,NA,1997
"1293",2055032,NA,1997
"1294",2055033,NA,1997
"1295",2055034,NA,1997
"1296",2056034,NA,1997
"1297",2059033,NA,1997
"1298",2060030,NA,1997
"1299",2061031,NA,1997
"1300",2061032,NA,1997
"1301",2061183,NA,1997
"1302",2067036,NA,1997
"1303",2067037,NA,1997
"1304",2067038,NA,1997
"1305",2073033,NA,1997
"1306",2073034,NA,1997
"1307",2075177,NA,1997
"1308",2080031,5000,1997
"1309",2080032,NA,1997
"1310",2083030,NA,1997
"1311",2083031,NA,1997
"1312",2083172,NA,1997
"1313",2083173,NA,1997
"1314",2086031,NA,1997
"1315",2086033,NA,1997
"1316",2088031,NA,1997
"1317",2095032,NA,1997
"1318",2095033,NA,1997
"1319",2106031,NA,1997
"1320",2106032,NA,1997
"1321",2106033,NA,1997
"1322",2108031,2100,1997
"1323",2108032,2100,1997
"1324",2108033,NA,1997
"1325",2108034,NA,1997
"1326",2108178,NA,1997
"1327",2108179,NA,1997
"1328",2109030,NA,1997
"1329",2109031,NA,1997
"1330",2117030,NA,1997
"1331",2117031,NA,1997
"1332",2117032,NA,1997
"1333",2117033,NA,1997
"1334",2125030,NA,1997
"1335",2125031,NA,1997
"1336",2125032,NA,1997
"1337",2125034,NA,1997
"1338",2126032,NA,1997
"1339",2127030,4000,1997
"1340",2127031,4000,1997
"1341",2128032,NA,1997
"1342",2128033,NA,1997
"1343",2129032,NA,1997
"1344",2129033,NA,1997
"1345",2129035,NA,1997
"1346",2129036,NA,1997
"1347",2129190,NA,1997
"1348",2137034,NA,1997
"1349",2138033,NA,1997
"1350",2138176,NA,1997
"1351",2143031,NA,1997
"1352",2143032,NA,1997
"1353",2150031,NA,1997
"1354",2151038,NA,1997
"1355",2151039,NA,1997
"1356",2151040,NA,1997
"1357",2151041,NA,1997
"1358",2164039,NA,1997
"1359",2164041,NA,1997
"1360",2164042,NA,1997
"1361",2175030,NA,1997
"1362",2175031,NA,1997
"1363",2175032,NA,1997
"1364",2175033,NA,1997
"1365",2176031,NA,1997
"1366",2176032,NA,1997
"1367",2177031,NA,1997
"1368",2177032,4130,1997
"1369",2177033,NA,1997
"1370",2177034,NA,1997
"1371",2177035,NA,1997
"1372",2177036,NA,1997
"1373",2181036,NA,1997
"1374",2181038,NA,1997
"1375",2188030,2488,1997
"1376",2188032,NA,1997
"1377",2191038,5642,1997
"1378",2191182,NA,1997
"1379",2194185,NA,1997
"1380",2195178,2628,1997
"1381",2195181,NA,1997
"1382",2196034,NA,1997
"1383",2196035,NA,1997
"1384",2197031,NA,1997
"1385",2197032,NA,1997
"1386",2198031,4200,1997
"1387",2198032,4500,1997
"1388",2198033,4200,1997
"1389",2198034,4500,1997
"1390",2198035,NA,1997
"1391",2198036,NA,1997
"1392",2199035,NA,1997
"1393",2199036,NA,1997
"1394",2201030,NA,1997
"1395",2201173,NA,1997
"1396",2205032,NA,1997
"1397",2207030,NA,1997
"1398",2207031,NA,1997
"1399",2210033,NA,1997
"1400",2210035,NA,1997
"1401",2210180,NA,1997
"1402",2210181,NA,1997
"1403",2219033,83,1997
"1404",2219034,83,1997
"1405",2224030,55,1997
"1406",2224039,212,1997
"1407",2224040,4700,1997
"1408",2224042,NA,1997
"1409",2224044,NA,1997
"1410",2224045,NA,1997
"1411",2225033,NA,1997
"1412",2225034,2100,1997
"1413",2228030,NA,1997
"1414",2228031,NA,1997
"1415",2228033,NA,1997
"1416",2228035,NA,1997
"1417",2228036,NA,1997
"1418",2237031,NA,1997
"1419",2237032,NA,1997
"1420",2238031,NA,1997
"1421",2238033,NA,1997
"1422",2238035,NA,1997
"1423",2238036,NA,1997
"1424",2238037,NA,1997
"1425",2240031,3800,1997
"1426",2240032,3600,1997
"1427",2240033,3600,1997
"1428",2240034,NA,1997
"1429",2240175,NA,1997
"1430",2244031,NA,1997
"1431",2246030,NA,1997
"1432",2248033,NA,1997
"1433",2248034,NA,1997
"1434",2250041,3850,1997
"1435",2250042,NA,1997
"1436",2250043,NA,1997
"1437",2250044,NA,1997
"1438",2250045,NA,1997
"1439",2251035,NA,1997
"1440",2251037,NA,1997
"1441",2251040,NA,1997
"1442",2256175,NA,1997
"1443",2260031,NA,1997
"1444",2260033,NA,1997
"1445",2260035,NA,1997
"1446",2260036,5420,1997
"1447",2261033,NA,1997
"1448",2261034,NA,1997
"1449",2271032,4200,1997
"1450",2271034,NA,1997
"1451",2271035,NA,1997
"1452",2272033,NA,1997
"1453",2276171,NA,1997
"1454",2277034,NA,1997
"1455",2277035,NA,1997
"1456",2277183,4128,1997
"1457",2277184,4128,1997
"1458",2278039,NA,1997
"1459",2278040,NA,1997
"1460",2278041,NA,1997
"1461",2278042,NA,1997
"1462",2278043,NA,1997
"1463",2280038,NA,1997
"1464",2280039,NA,1997
"1465",2280041,8500,1997
"1466",2280042,5598,1997
"1467",2280043,NA,1997
"1468",2282178,NA,1997
"1469",2285036,NA,1997
"1470",2285037,NA,1997
"1471",2288033,NA,1997
"1472",2288034,NA,1997
"1473",2292036,NA,1997
"1474",2297034,NA,1997
"1475",2299033,NA,1997
"1476",2299034,NA,1997
"1477",2299035,3350,1997
"1478",2299036,3500,1997
"1479",2302043,NA,1997
"1480",2302047,NA,1997
"1481",2302048,NA,1997
"1482",2302049,NA,1997
"1483",2302050,NA,1997
"1484",2302051,NA,1997
"1485",2302052,NA,1997
"1486",2302053,NA,1997
"1487",2302194,NA,1997
"1488",2302198,3176,1997
"1489",2302199,3176,1997
"1490",2304032,NA,1997
"1491",2304033,NA,1997
"1492",2311031,NA,1997
"1493",2311032,NA,1997
"1494",2311033,6000,1997
"1495",2311034,NA,1997
"1496",2311035,6000,1997
"1497",2323032,NA,1997
"1498",2323033,NA,1997
"1499",2323034,NA,1997
"1500",2326036,NA,1997
"1501",2326037,NA,1997
"1502",2330031,4250,1997
"1503",2330032,NA,1997
"1504",2335032,NA,1997
"1505",2341031,4000,1997
"1506",2341032,4000,1997
"1507",2341033,NA,1997
"1508",2341034,NA,1997
"1509",2352031,1985,1997
"1510",2352032,NA,1997
"1511",2353030,NA,1997
"1512",2353035,5000,1997
"1513",2354034,NA,1997
"1514",2354035,6207,1997
"1515",2354036,NA,1997
"1516",2355033,5819,1997
"1517",2355176,5819,1997
"1518",2379031,3300,1997
"1519",2379032,3300,1997
"1520",2379033,NA,1997
"1521",2383173,NA,1997
"1522",2383174,NA,1997
"1523",2392032,NA,1997
"1524",2392033,NA,1997
"1525",2392034,NA,1997
"1526",2392035,NA,1997
"1527",2392036,NA,1997
"1528",2392037,NA,1997
"1529",2393030,3500,1997
"1530",2393031,NA,1997
"1531",2397037,NA,1997
"1532",2397038,NA,1997
"1533",2409031,NA,1997
"1534",2409032,NA,1997
"1535",2409033,NA,1997
"1536",2409175,3550,1997
"1537",2410031,NA,1997
"1538",2410032,NA,1997
"1539",2410033,NA,1997
"1540",2411171,NA,1997
"1541",2411172,NA,1997
"1542",2411173,4986,1997
"1543",2411174,4986,1997
"1544",2412033,NA,1997
"1545",2416034,1700,1997
"1546",2416035,NA,1997
"1547",2416036,NA,1997
"1548",2417175,NA,1997
"1549",2417176,NA,1997
"1550",2418034,NA,1997
"1551",2422035,3399,1997
"1552",2422036,3399,1997
"1553",2427034,NA,1997
"1554",2427035,NA,1997
"1555",2432038,NA,1997
"1556",2432041,NA,1997
"1557",2432042,NA,1997
"1558",2432044,NA,1997
"1559",2432046,NA,1997
"1560",2432047,NA,1997
"1561",2432048,NA,1997
"1562",2432052,NA,1997
"1563",2432053,NA,1997
"1564",2432054,NA,1997
"1565",2432055,NA,1997
"1566",2432187,NA,1997
"1567",2434031,NA,1997
"1568",2434032,NA,1997
"1569",2435031,2300,1997
"1570",2435032,NA,1997
"1571",2435034,NA,1997
"1572",2435035,NA,1997
"1573",2435036,NA,1997
"1574",2436036,1750,1997
"1575",2436037,90,1997
"1576",2441031,NA,1997
"1577",2441032,NA,1997
"1578",2441034,5198,1997
"1579",2441035,5198,1997
"1580",2441037,NA,1997
"1581",2443030,NA,1997
"1582",2443031,NA,1997
"1583",2443033,NA,1997
"1584",2443179,NA,1997
"1585",2461031,NA,1997
"1586",2461032,NA,1997
"1587",2461033,NA,1997
"1588",2461173,NA,1997
"1589",2464032,NA,1997
"1590",2468030,NA,1997
"1591",2468031,NA,1997
"1592",2469032,NA,1997
"1593",2473030,NA,1997
"1594",2473032,NA,1997
"1595",2474034,NA,1997
"1596",2478031,4903,1997
"1597",2478032,3894,1997
"1598",2485032,4950,1997
"1599",2485034,NA,1997
"1600",2485035,NA,1997
"1601",2485036,NA,1997
"1602",2486034,NA,1997
"1603",2490034,NA,1997
"1604",2492030,NA,1997
"1605",2501031,NA,1997
"1606",2501032,NA,1997
"1607",2501033,NA,1997
"1608",2501034,NA,1997
"1609",2502033,4199,1997
"1610",2502035,NA,1997
"1611",2502036,NA,1997
"1612",2502037,NA,1997
"1613",2506178,NA,1997
"1614",2509035,NA,1997
"1615",2509036,7000,1997
"1616",2509037,NA,1997
"1617",2509038,NA,1997
"1618",2509039,NA,1997
"1619",2509040,NA,1997
"1620",2509041,NA,1997
"1621",2509042,NA,1997
"1622",2509043,NA,1997
"1623",2510033,NA,1997
"1624",2510034,NA,1997
"1625",2510035,NA,1997
"1626",2510036,NA,1997
"1627",2515038,NA,1997
"1628",2515040,NA,1997
"1629",2515041,NA,1997
"1630",2516031,4300,1997
"1631",2516032,NA,1997
"1632",2516033,NA,1997
"1633",2518033,NA,1997
"1634",2518176,NA,1997
"1635",2524030,NA,1997
"1636",2524031,NA,1997
"1637",2525030,NA,1997
"1638",2525177,NA,1997
"1639",2526033,2300,1997
"1640",2526034,NA,1997
"1641",2526035,NA,1997
"1642",2529031,NA,1997
"1643",2530037,NA,1997
"1644",2530038,NA,1997
"1645",2530186,6842,1997
"1646",2532031,NA,1997
"1647",2532032,NA,1997
"1648",2538031,6000,1997
"1649",2539034,3661,1997
"1650",2540032,NA,1997
"1651",2540171,NA,1997
"1652",2545033,NA,1997
"1653",2545034,NA,1997
"1654",2557032,NA,1997
"1655",2557033,NA,1997
"1656",2558031,NA,1997
"1657",2558171,NA,1997
"1658",2566038,NA,1997
"1659",2566039,NA,1997
"1660",2569037,NA,1997
"1661",2569038,NA,1997
"1662",2576033,NA,1997
"1663",2576034,NA,1997
"1664",2577030,NA,1997
"1665",2577031,NA,1997
"1666",2578180,NA,1997
"1667",2586032,NA,1997
"1668",2586034,NA,1997
"1669",2586035,NA,1997
"1670",2590040,NA,1997
"1671",2590041,NA,1997
"1672",2590042,NA,1997
"1673",2590043,NA,1997
"1674",2591035,NA,1997
"1675",2593033,NA,1997
"1676",2594030,NA,1997
"1677",2599174,NA,1997
"1678",2599175,NA,1997
"1679",2601033,NA,1997
"1680",2601034,NA,1997
"1681",2601036,4490,1997
"1682",2601038,NA,1997
"1683",2603032,4876.54,1997
"1684",2603033,NA,1997
"1685",2603179,NA,1997
"1686",2607030,NA,1997
"1687",2610032,NA,1997
"1688",2611037,NA,1997
"1689",2611038,NA,1997
"1690",2613030,NA,1997
"1691",2613031,NA,1997
"1692",2615046,4200,1997
"1693",2615047,NA,1997
"1694",2615048,3500,1997
"1695",2615049,NA,1997
"1696",2618032,NA,1997
"1697",2618033,NA,1997
"1698",2618034,NA,1997
"1699",2618035,NA,1997
"1700",2618037,NA,1997
"1701",2621034,NA,1997
"1702",2628032,NA,1997
"1703",2628034,NA,1997
"1704",2628035,NA,1997
"1705",2628037,2381,1997
"1706",2629030,NA,1997
"1707",2629031,NA,1997
"1708",2639030,NA,1997
"1709",2640030,NA,1997
"1710",2642032,NA,1997
"1711",2642034,NA,1997
"1712",2642035,NA,1997
"1713",2643032,NA,1997
"1714",2645030,5000,1997
"1715",2646032,NA,1997
"1716",2646033,NA,1997
"1717",2647030,4420,1997
"1718",2653030,NA,1997
"1719",2655031,350,1997
"1720",2655032,350,1997
"1721",2655033,NA,1997
"1722",2656033,4750,1997
"1723",2656034,NA,1997
"1724",2656035,NA,1997
"1725",2656036,NA,1997
"1726",2656037,NA,1997
"1727",2657036,NA,1997
"1728",2657037,NA,1997
"1729",2657038,NA,1997
"1730",2660031,NA,1997
"1731",2660032,NA,1997
"1732",2661040,NA,1997
"1733",2661041,NA,1997
"1734",2661042,NA,1997
"1735",2661043,NA,1997
"1736",2661044,NA,1997
"1737",2662032,NA,1997
"1738",2672030,NA,1997
"1739",2672031,NA,1997
"1740",2672032,NA,1997
"1741",2673174,4597,1997
"1742",2678037,NA,1997
"1743",2678038,1985,1997
"1744",2678040,NA,1997
"1745",2680032,4000,1997
"1746",2680033,NA,1997
"1747",2680034,NA,1997
"1748",2682032,NA,1997
"1749",2682033,NA,1997
"1750",2688036,NA,1997
"1751",2701038,NA,1997
"1752",2701043,NA,1997
"1753",2701047,NA,1997
"1754",2701048,NA,1997
"1755",2701049,NA,1997
"1756",2701050,NA,1997
"1757",2701051,NA,1997
"1758",2701052,NA,1997
"1759",2701208,NA,1997
"1760",2704185,NA,1997
"1761",2704186,3900,1997
"1762",2707034,NA,1997
"1763",2707035,5271,1997
"1764",2707037,3600,1997
"1765",2707038,NA,1997
"1766",2707042,NA,1997
"1767",2707043,3500,1997
"1768",2707044,NA,1997
"1769",2707182,3400,1997
"1770",2712032,NA,1997
"1771",2714036,NA,1997
"1772",2714183,NA,1997
"1773",2715030,NA,1997
"1774",2716032,NA,1997
"1775",2716033,NA,1997
"1776",2717033,NA,1997
"1777",2717034,NA,1997
"1778",2717036,NA,1997
"1779",2717038,NA,1997
"1780",2722031,NA,1997
"1781",2726030,NA,1997
"1782",2726031,NA,1997
"1783",2727035,NA,1997
"1784",2727036,NA,1997
"1785",2727178,NA,1997
"1786",2727179,NA,1997
"1787",2731034,NA,1997
"1788",2731035,NA,1997
"1789",2731036,NA,1997
"1790",2731037,NA,1997
"1791",2731175,NA,1997
"1792",2744034,NA,1997
"1793",2750031,NA,1997
"1794",2750032,NA,1997
"1795",2752032,NA,1997
"1796",2752033,NA,1997
"1797",2753034,4859,1997
"1798",2753035,NA,1997
"1799",2753174,NA,1997
"1800",2756034,NA,1997
"1801",2756173,NA,1997
"1802",2771033,NA,1997
"1803",2771034,3668,1997
"1804",2774172,4235,1997
"1805",2776031,4000,1997
"1806",2776032,NA,1997
"1807",2779031,NA,1997
"1808",2782177,NA,1997
"1809",2783031,NA,1997
"1810",2786032,NA,1997
"1811",2786033,NA,1997
"1812",2786034,NA,1997
"1813",2799031,NA,1997
"1814",2799032,NA,1997
"1815",2800035,5200,1997
"1816",2801035,NA,1997
"1817",2801179,NA,1997
"1818",2801180,4404,1997
"1819",2806033,1500,1997
"1820",2807030,4868.68,1997
"1821",2807031,4868.68,1997
"1822",2816033,NA,1997
"1823",2822032,NA,1997
"1824",2831032,NA,1997
"1825",2831033,NA,1997
"1826",2835030,NA,1997
"1827",2835031,NA,1997
"1828",2836033,NA,1997
"1829",2836035,NA,1997
"1830",2846176,NA,1997
"1831",2846177,NA,1997
"1832",2847040,NA,1997
"1833",2848036,NA,1997
"1834",2848037,NA,1997
"1835",2848038,NA,1997
"1836",2848039,NA,1997
"1837",2848040,NA,1997
"1838",2848041,NA,1997
"1839",2848042,NA,1997
"1840",2848043,NA,1997
"1841",2848175,NA,1997
"1842",2848179,NA,1997
"1843",2849031,NA,1997
"1844",2849032,NA,1997
"1845",2851031,NA,1997
"1846",2851032,5586,1997
"1847",2851033,5586,1997
"1848",2851034,NA,1997
"1849",2851035,NA,1997
"1850",2852041,NA,1997
"1851",2852046,NA,1997
"1852",2852048,NA,1997
"1853",2852049,NA,1997
"1854",2852050,NA,1997
"1855",2852051,NA,1997
"1856",2852052,NA,1997
"1857",2852053,NA,1997
"1858",2852054,NA,1997
"1859",2860031,NA,1997
"1860",2860032,NA,1997
"1861",2867032,NA,1997
"1862",2869031,NA,1997
"1863",2874032,NA,1997
"1864",2874033,NA,1997
"1865",2875034,2177.16,1997
"1866",2875035,NA,1997
"1867",2876032,NA,1997
"1868",2880030,NA,1997
"1869",2880031,NA,1997
"1870",2881033,55.5,1997
"1871",2881036,NA,1997
"1872",2881037,NA,1997
"1873",2882032,1000,1997
"1874",2882033,1800,1997
"1875",2882034,NA,1997
"1876",2887036,2356,1997
"1877",2888030,NA,1997
"1878",2890031,NA,1997
"1879",2893031,4540,1997
"1880",2893177,4540,1997
"1881",2895032,4300,1997
"1882",2895033,5725,1997
"1883",2895034,NA,1997
"1884",2897031,NA,1997
"1885",2897032,NA,1997
"1886",2897033,NA,1997
"1887",2897034,NA,1997
"1888",2897036,NA,1997
"1889",2897180,NA,1997
"1890",2897182,NA,1997
"1891",2898031,NA,1997
"1892",2898032,3900,1997
"1893",2902030,3750,1997
"1894",2902032,NA,1997
"1895",2902033,NA,1997
"1896",2907035,NA,1997
"1897",2907036,NA,1997
"1898",2907037,NA,1997
"1899",2907038,NA,1997
"1900",2907041,NA,1997
"1901",2907043,NA,1997
"1902",2910032,NA,1997
"1903",2910033,NA,1997
"1904",2916031,NA,1997
"1905",2916032,NA,1997
"1906",2920034,NA,1997
"1907",2920035,NA,1997
"1908",2921031,NA,1997
"1909",2921033,NA,1997
"1910",3002002,NA,1997
"1911",3005002,NA,1997
"1912",3006004,NA,1997
"1913",3010003,NA,1997
"1914",3010004,NA,1997
"1915",3012002,12416,1997
"1916",3018002,NA,1997
"1917",3018003,NA,1997
"1918",3019003,NA,1997
"1919",3021003,NA,1997
"1920",3021004,NA,1997
"1921",3023003,NA,1997
"1922",3023004,NA,1997
"1923",3024003,NA,1997
"1924",3025003,NA,1997
"1925",3025004,NA,1997
"1926",3027002,NA,1997
"1927",3030003,NA,1997
"1928",3032003,NA,1997
"1929",3033002,NA,1997
"1930",3034004,2199.49,1997
"1931",3036004,NA,1997
"1932",3036005,NA,1997
"1933",3037002,NA,1997
"1934",3037004,NA,1997
"1935",3041003,NA,1997
"1936",3041004,NA,1997
"1937",3043003,NA,1997
"1938",3045003,NA,1997
"1939",3045004,NA,1997
"1940",3046005,NA,1997
"1941",3046007,NA,1997
"1942",3047005,NA,1997
"1943",3047006,NA,1997
"1944",3049004,NA,1997
"1945",3049005,NA,1997
"1946",3050003,NA,1997
"1947",3050004,NA,1997
"1948",3055003,NA,1997
"1949",3055004,NA,1997
"1950",3056003,NA,1997
"1951",3057004,NA,1997
"1952",3057005,NA,1997
"1953",3059003,7102,1997
"1954",3059004,7102,1997
"1955",3061003,NA,1997
"1956",3061004,NA,1997
"1957",3063005,NA,1997
"1958",3063006,NA,1997
"1959",3064006,NA,1997
"1960",3064007,NA,1997
"1961",3066003,NA,1997
"1962",3070003,NA,1997
"1963",3073002,NA,1997
"1964",3075004,450,1997
"1965",3078003,NA,1997
"1966",3079005,NA,1997
"1967",3080003,NA,1997
"1968",3082003,NA,1997
"1969",3082004,NA,1997
"1970",3085003,NA,1997
"1971",3085004,NA,1997
"1972",3088004,NA,1997
"1973",3088005,NA,1997
"1974",3089006,NA,1997
"1975",3089007,NA,1997
"1976",3090003,NA,1997
"1977",3090004,NA,1997
"1978",3091003,NA,1997
"1979",3091004,NA,1997
"1980",3092003,NA,1997
"1981",3092004,NA,1997
"1982",3093002,NA,1997
"1983",3094003,2583,1997
"1984",3094004,NA,1997
"1985",3095003,NA,1997
"1986",3095004,NA,1997
"1987",3096003,NA,1997
"1988",3098003,NA,1997
"1989",3098004,NA,1997
"1990",3099004,NA,1997
"1991",3099005,NA,1997
"1992",3105003,NA,1997
"1993",3105004,NA,1997
"1994",3108004,NA,1997
"1995",3109003,NA,1997
"1996",3110003,NA,1997
"1997",3110005,NA,1997
"1998",3111004,NA,1997
"1999",3111005,NA,1997
"2000",3113003,NA,1997
"2001",3115004,NA,1997
"2002",3116002,NA,1997
"2003",3117005,NA,1997
"2004",3117006,NA,1997
"2005",3121004,NA,1997
"2006",3123003,NA,1997
"2007",3124003,NA,1997
"2008",3125004,NA,1997
"2009",3125005,NA,1997
"2010",3126004,NA,1997
"2011",3127003,NA,1997
"2012",3127004,NA,1997
"2013",3128004,NA,1997
"2014",3128006,NA,1997
"2015",3129003,NA,1997
"2016",3129004,NA,1997
"2017",3130002,4000,1997
"2018",3131002,NA,1997
"2019",3131003,NA,1997
"2020",3133003,NA,1997
"2021",3135003,NA,1997
"2022",3135004,NA,1997
"2023",3136003,NA,1997
"2024",3140003,4480,1997
"2025",3140004,NA,1997
"2026",3141005,NA,1997
"2027",3143004,NA,1997
"2028",3144003,NA,1997
"2029",3147006,NA,1997
"2030",3149003,NA,1997
"2031",3151004,NA,1997
"2032",3151005,NA,1997
"2033",3154003,NA,1997
"2034",3155005,NA,1997
"2035",3155006,NA,1997
"2036",3156003,NA,1997
"2037",3156004,NA,1997
"2038",3157004,NA,1997
"2039",3157005,NA,1997
"2040",3159003,NA,1997
"2041",3159004,NA,1997
"2042",3161003,5670,1997
"2043",3162005,NA,1997
"2044",3162006,NA,1997
"2045",3163004,4300,1997
"2046",3167003,7500,1997
"2047",3168003,NA,1997
"2048",3168004,NA,1997
"2049",3171005,3560,1997
"2050",3172004,7321,1997
"2051",3176004,NA,1997
"2052",3176005,NA,1997
"2053",3177003,NA,1997
"2054",3178003,NA,1997
"2055",3178005,NA,1997
"2056",3179004,NA,1997
"2057",3179006,NA,1997
"2058",3189003,NA,1997
"2059",3190003,NA,1997
"2060",3191004,NA,1997
"2061",3194003,NA,1997
"2062",3194004,NA,1997
"2063",3196003,NA,1997
"2064",3196006,NA,1997
"2065",3197005,NA,1997
"2066",3198002,NA,1997
"2067",3200004,NA,1997
"2068",3200006,4255,1997
"2069",3202003,NA,1997
"2070",3202005,NA,1997
"2071",3204003,NA,1997
"2072",3204004,NA,1997
"2073",3205002,NA,1997
"2074",3206004,NA,1997
"2075",3207004,NA,1997
"2076",3207005,NA,1997
"2077",3211003,NA,1997
"2078",3211004,NA,1997
"2079",3212005,NA,1997
"2080",3212007,NA,1997
"2081",3217003,NA,1997
"2082",3221003,NA,1997
"2083",3221005,NA,1997
"2084",3223003,NA,1997
"2085",3223004,NA,1997
"2086",3224006,NA,1997
"2087",3224007,NA,1997
"2088",3225003,39,1997
"2089",3225006,NA,1997
"2090",3227003,NA,1997
"2091",3227004,NA,1997
"2092",3228003,NA,1997
"2093",3228006,NA,1997
"2094",3229003,NA,1997
"2095",3229004,NA,1997
"2096",3231003,NA,1997
"2097",3232004,NA,1997
"2098",3232005,NA,1997
"2099",3233003,NA,1997
"2100",3233004,NA,1997
"2101",3237006,NA,1997
"2102",3237007,NA,1997
"2103",3238003,NA,1997
"2104",3238004,NA,1997
"2105",3239003,NA,1997
"2106",3239004,NA,1997
"2107",3240003,NA,1997
"2108",3240006,NA,1997
"2109",3242003,NA,1997
"2110",3242004,NA,1997
"2111",3243004,NA,1997
